"TimeStamp_1","YYYY","MM","DD","hh","mm","WDIR","WSPD","rWSPD","Fetch","SWHft"
"2005-06-15 14:00:00",2005,6,15,14,0,140,4.1,6.2,64373.6,1.64042
"2005-06-15 15:00:00",2005,6,15,15,0,140,7.2,4.1,64373.6,1.312336
"2005-06-15 16:00:00",2005,6,15,16,0,130,5.1,7.2,64373.6,1.312336
"2005-06-15 17:00:00",2005,6,15,17,0,150,4.1,5.1,64373.6,1.312336
"2005-06-15 18:00:00",2005,6,15,18,0,160,6.2,4.1,64373.6,0.984252
"2005-06-15 19:00:00",2005,6,15,19,0,150,4.1,6.2,64373.6,0.984252
"2005-06-15 20:00:00",2005,6,15,20,0,120,3.6,4.1,64373.6,1.312336
"2005-06-15 21:00:00",2005,6,15,21,0,150,5.1,3.6,64373.6,0.984252
"2005-06-15 22:00:00",2005,6,15,22,0,140,4.1,5.1,64373.6,0.656168
"2005-06-15 23:00:00",2005,6,15,23,0,140,2.1,4.1,64373.6,0.656168
"2005-06-16",2005,6,16,0,0,150,3.6,2.1,64373.6,0.656168
"2005-06-16 01:00:00",2005,6,16,1,0,150,3.1,3.6,64373.6,0.656168
"2005-06-16 02:00:00",2005,6,16,2,0,140,5.1,3.1,64373.6,0.656168
"2005-06-16 03:00:00",2005,6,16,3,0,160,3.1,5.1,64373.6,0.984252
"2005-06-16 04:00:00",2005,6,16,4,0,160,3.6,3.1,64373.6,0.984252
"2005-06-16 05:00:00",2005,6,16,5,0,150,5.1,3.6,64373.6,1.312336
"2005-06-16 06:00:00",2005,6,16,6,0,140,2.6,5.1,64373.6,1.312336
"2005-06-16 07:00:00",2005,6,16,7,0,160,4.6,2.6,64373.6,0.984252
"2005-06-16 08:00:00",2005,6,16,8,0,100,3.6,4.6,64373.6,0.984252
"2005-06-16 09:00:00",2005,6,16,9,0,140,3.6,3.6,64373.6,0.656168
"2005-06-16 10:00:00",2005,6,16,10,0,150,4.6,3.6,64373.6,0.656168
"2005-06-16 11:00:00",2005,6,16,11,0,180,3.1,4.6,64373.6,0.656168
"2005-06-16 12:00:00",2005,6,16,12,0,160,4.1,3.1,64373.6,0.656168
"2005-06-16 13:00:00",2005,6,16,13,0,140,3.6,4.1,64373.6,0.984252
"2005-06-16 14:00:00",2005,6,16,14,0,160,4.1,3.6,64373.6,0.984252
"2005-06-16 15:00:00",2005,6,16,15,0,140,4.1,4.1,64373.6,0.984252
"2005-06-16 16:00:00",2005,6,16,16,0,140,4.6,4.1,64373.6,1.312336
"2005-06-16 17:00:00",2005,6,16,17,0,130,5.1,4.6,64373.6,1.64042
"2005-06-16 18:00:00",2005,6,16,18,0,140,5.1,5.1,64373.6,1.64042
"2005-06-16 19:00:00",2005,6,16,19,0,130,4.6,5.1,64373.6,1.968504
"2005-06-16 20:00:00",2005,6,16,20,0,100,6.7,4.6,64373.6,1.968504
"2005-06-16 21:00:00",2005,6,16,21,0,120,7.2,6.7,64373.6,1.968504
"2005-06-16 22:00:00",2005,6,16,22,0,130,9.3,7.2,64373.6,1.968504
"2005-06-16 23:00:00",2005,6,16,23,0,120,8.2,9.3,64373.6,1.968504
"2005-06-17",2005,6,17,0,0,100,1.5,8.2,64373.6,1.312336
"2005-06-17 01:00:00",2005,6,17,1,0,130,9.3,1.5,64373.6,1.64042
"2005-06-17 02:00:00",2005,6,17,2,0,130,4.6,9.3,64373.6,1.312336
"2005-06-17 03:00:00",2005,6,17,3,0,0,0.25,4.6,64373.6,0.984252
"2005-06-17 04:00:00",2005,6,17,4,0,210,0.5,0.25,64373.6,0.984252
"2005-06-17 05:00:00",2005,6,17,5,0,280,2.6,0.5,64373.6,0.984252
"2005-06-17 06:00:00",2005,6,17,6,0,300,6.2,2.6,64373.6,0.984252
"2005-06-17 07:00:00",2005,6,17,7,0,300,4.1,6.2,64373.6,0.984252
"2005-06-17 08:00:00",2005,6,17,8,0,300,6.2,4.1,64373.6,1.312336
"2005-06-17 09:00:00",2005,6,17,9,0,300,6.2,6.2,64373.6,1.968504
"2005-06-17 10:00:00",2005,6,17,10,0,300,6.7,6.2,64373.6,1.968504
"2005-06-17 11:00:00",2005,6,17,11,0,310,6.7,6.7,64373.6,2.296588
"2005-06-17 12:00:00",2005,6,17,12,0,300,10.3,6.7,64373.6,2.952756
"2005-06-17 13:00:00",2005,6,17,13,0,280,6.2,10.3,64373.6,2.624672
"2005-06-17 14:00:00",2005,6,17,14,0,260,7.2,6.2,64373.6,2.624672
"2005-06-17 15:00:00",2005,6,17,15,0,290,7.2,7.2,64373.6,2.624672
"2005-06-17 16:00:00",2005,6,17,16,0,280,7.2,7.2,64373.6,2.296588
"2005-06-17 17:00:00",2005,6,17,17,0,260,5.1,7.2,64373.6,1.968504
"2005-06-17 18:00:00",2005,6,17,18,0,260,6.7,5.1,64373.6,1.968504
"2005-06-17 19:00:00",2005,6,17,19,0,270,6.2,6.7,64373.6,1.968504
"2005-06-17 20:00:00",2005,6,17,20,0,270,5.7,6.2,64373.6,1.64042
"2005-06-17 21:00:00",2005,6,17,21,0,250,5.1,5.7,64373.6,1.312336
"2005-06-17 22:00:00",2005,6,17,22,0,210,6.7,5.1,64373.6,1.312336
"2005-06-17 23:00:00",2005,6,17,23,0,260,5.7,6.7,64373.6,1.312336
"2005-06-18",2005,6,18,0,0,260,4.6,5.7,64373.6,1.312336
"2005-06-18 01:00:00",2005,6,18,1,0,250,4.1,4.6,64373.6,1.312336
"2005-06-18 02:00:00",2005,6,18,2,0,320,5.1,4.1,64373.6,0.984252
"2005-06-18 03:00:00",2005,6,18,3,0,310,1,5.1,64373.6,0.656168
"2005-06-18 04:00:00",2005,6,18,4,0,280,3.6,1,64373.6,0.656168
"2005-06-18 05:00:00",2005,6,18,5,0,310,4.1,3.6,64373.6,0.656168
"2005-06-18 06:00:00",2005,6,18,6,0,300,1.56582152981355,4.1,64373.6,0.669056561500718
"2005-06-18 07:00:00",2005,6,18,7,0,300,4.6,1.56582152981355,64373.6,0.656168
"2005-06-18 08:00:00",2005,6,18,8,0,280,5.7,4.6,64373.6,0.656168
"2005-06-18 09:00:00",2005,6,18,9,0,270,5.7,5.7,64373.6,0.984252
"2005-06-18 10:00:00",2005,6,18,10,0,290,5.1,5.7,64373.6,0.984252
"2005-06-18 11:00:00",2005,6,18,11,0,280,4.1,5.1,64373.6,0.984252
"2005-06-18 12:00:00",2005,6,18,12,0,290,5.1,4.1,64373.6,1.312336
"2005-06-18 13:00:00",2005,6,18,13,0,300,5.7,5.1,85295.02,1.312336
"2005-06-18 14:00:00",2005,6,18,14,0,280,5.76615860215448,5.7,85295.02,0.975147342625739
"2005-06-18 15:00:00",2005,6,18,15,0,260,4.1,5.76615860215448,85295.02,1.312336
"2005-06-18 16:00:00",2005,6,18,16,0,270,4.1,4.1,85295.02,0.984252
"2005-06-18 17:00:00",2005,6,18,17,0,280,5.1,4.1,85295.02,0.656168
"2005-06-18 18:00:00",2005,6,18,18,0,270,3.6,5.1,85295.02,0.656168
"2005-06-18 19:00:00",2005,6,18,19,0,260,2.6,3.6,85295.02,0.656168
"2005-06-18 20:00:00",2005,6,18,20,0,260,4.1,2.6,85295.02,0.656168
"2005-06-18 21:00:00",2005,6,18,21,0,250,2.6,4.1,85295.02,0.656168
"2005-06-18 22:00:00",2005,6,18,22,0,240,2.6,2.6,85295.02,0.656168
"2005-06-18 23:00:00",2005,6,18,23,0,270,1.5,2.6,85295.02,0.328084
"2005-06-19",2005,6,19,0,0,120,5.1,1.5,85295.02,0.656168
"2005-06-19 01:00:00",2005,6,19,1,0,130,4.6,5.1,85295.02,0.656168
"2005-06-19 02:00:00",2005,6,19,2,0,130,4.6,4.6,85295.02,0.656168
"2005-06-19 03:00:00",2005,6,19,3,0,140,5.1,4.6,85295.02,0.984252
"2005-06-19 04:00:00",2005,6,19,4,0,100,6.2,5.1,85295.02,1.64042
"2005-06-19 05:00:00",2005,6,19,5,0,110,5.7,6.2,85295.02,1.968504
"2005-06-19 06:00:00",2005,6,19,6,0,130,8.2,5.7,85295.02,2.296588
"2005-06-19 07:00:00",2005,6,19,7,0,90,5.1,8.2,85295.02,1.968504
"2005-06-19 08:00:00",2005,6,19,8,0,0,0.25,5.1,85295.02,1.968504
"2005-06-19 09:00:00",2005,6,19,9,0,100,7.2,0.25,85295.02,1.968504
"2005-06-19 10:00:00",2005,6,19,10,0,110,7.2,7.2,85295.02,1.968504
"2005-06-19 11:00:00",2005,6,19,11,0,90,5.7,7.2,85295.02,1.64042
"2005-06-19 12:00:00",2005,6,19,12,0,90,2.1,5.7,85295.02,1.312336
"2005-06-19 13:00:00",2005,6,19,13,0,120,3.6,2.1,85295.02,1.312336
"2005-06-19 14:00:00",2005,6,19,14,0,130,4.6,3.6,85295.02,0.656168
"2005-06-19 15:00:00",2005,6,19,15,0,130,4.1,4.6,85295.02,0.984252
"2005-06-19 16:00:00",2005,6,19,16,0,170,2.1,4.1,85295.02,0.656168
"2005-06-19 17:00:00",2005,6,19,17,0,210,2.6,2.1,85295.02,0.328084
"2005-06-19 18:00:00",2005,6,19,18,0,0,0.25,2.6,85295.02,0.328084
"2005-06-19 19:00:00",2005,6,19,19,0,0,0.25,0.25,85295.02,0.328084
"2005-06-19 20:00:00",2005,6,19,20,0,200,2.1,0.25,85295.02,0.328084
"2005-06-19 21:00:00",2005,6,19,21,0,150,2.6,2.1,85295.02,0.656168
"2005-06-19 22:00:00",2005,6,19,22,0,180,3.6,2.6,85295.02,0.656168
"2005-06-19 23:00:00",2005,6,19,23,0,180,2.6,3.6,85295.02,0.984252
"2005-06-20",2005,6,20,0,0,160,4.1,2.6,85295.02,0.656168
"2005-06-20 01:00:00",2005,6,20,1,0,200,1.5,4.1,85295.02,0.656168
"2005-06-20 02:00:00",2005,6,20,2,0,160,2.1,1.5,85295.02,0.328084
"2005-06-20 03:00:00",2005,6,20,3,0,130,1,2.1,85295.02,0.328084
"2005-06-20 04:00:00",2005,6,20,4,0,150,2.1,1,85295.02,0.328084
"2005-06-20 05:00:00",2005,6,20,5,0,130,2.1,2.1,85295.02,0.328084
"2005-06-20 06:00:00",2005,6,20,6,0,100,3.1,2.1,85295.02,0.328084
"2005-06-20 07:00:00",2005,6,20,7,0,90,3.6,3.1,85295.02,0.656168
"2005-06-20 08:00:00",2005,6,20,8,0,70,3.1,3.6,85295.02,0.656168
"2005-06-20 09:00:00",2005,6,20,9,0,70,0.5,3.1,85295.02,0.656168
"2005-06-20 10:00:00",2005,6,20,10,0,30,3.6,0.5,85295.02,0.656168
"2005-06-20 11:00:00",2005,6,20,11,0,40,3.6,3.6,85295.02,0.656168
"2005-06-20 12:00:00",2005,6,20,12,0,60,3.6,3.6,85295.02,0.656168
"2005-06-20 13:00:00",2005,6,20,13,0,70,3.6,3.6,85295.02,0.656168
"2005-06-20 14:00:00",2005,6,20,14,0,130,3.1,3.6,85295.02,0.328084
"2005-06-20 15:00:00",2005,6,20,15,0,150,3.1,3.1,85295.02,0.328084
"2005-06-20 16:00:00",2005,6,20,16,0,170,4.1,3.1,85295.02,0.328084
"2005-06-20 17:00:00",2005,6,20,17,0,170,4.1,4.1,85295.02,0.328084
"2005-06-20 18:00:00",2005,6,20,18,0,180,3.1,4.1,85295.02,0.328084
"2005-06-20 19:00:00",2005,6,20,19,0,200,6.7,3.1,85295.02,0.328084
"2005-06-20 20:00:00",2005,6,20,20,0,190,6.2,6.7,85295.02,0.984252
"2005-06-20 21:00:00",2005,6,20,21,0,180,6.2,6.2,85295.02,1.312336
"2005-06-20 22:00:00",2005,6,20,22,0,170,5.1,6.2,85295.02,1.312336
"2005-06-20 23:00:00",2005,6,20,23,0,180,4.1,5.1,85295.02,0.984252
"2005-06-21",2005,6,21,0,0,200,3.6,4.1,85295.02,0.984252
"2005-06-21 01:00:00",2005,6,21,1,0,220,6.7,3.6,85295.02,0.984252
"2005-06-21 02:00:00",2005,6,21,2,0,240,4.6,6.7,85295.02,0.984252
"2005-06-21 03:00:00",2005,6,21,3,0,230,3.1,4.6,85295.02,0.984252
"2005-06-21 04:00:00",2005,6,21,4,0,250,5.7,3.1,85295.02,0.984252
"2005-06-21 05:00:00",2005,6,21,5,0,270,3.1,5.7,85295.02,0.984252
"2005-06-21 06:00:00",2005,6,21,6,0,290,4.1,3.1,85295.02,0.656168
"2005-06-21 07:00:00",2005,6,21,7,0,270,5.1,4.1,85295.02,0.984252
"2005-06-21 08:00:00",2005,6,21,8,0,280,1.71715759956448,5.1,85295.02,0.978464974544433
"2005-06-21 09:00:00",2005,6,21,9,0,280,3.1,1.71715759956448,85295.02,0.656168
"2005-06-21 10:00:00",2005,6,21,10,0,250,3.6,3.1,85295.02,0.656168
"2005-06-21 11:00:00",2005,6,21,11,0,260,3.6,3.6,85295.02,0.656168
"2005-06-21 12:00:00",2005,6,21,12,0,260,4.1,3.6,85295.02,0.656168
"2005-06-21 13:00:00",2005,6,21,13,0,280,3.1,4.1,85295.02,0.656168
"2005-06-21 14:00:00",2005,6,21,14,0,280,3.6,3.1,85295.02,0.656168
"2005-06-21 15:00:00",2005,6,21,15,0,280,3.6,3.6,85295.02,0.656168
"2005-06-21 16:00:00",2005,6,21,16,0,280,2.6,3.6,85295.02,0.984252
"2005-06-21 17:00:00",2005,6,21,17,0,210,0.5,2.6,85295.02,0.656168
"2005-06-21 18:00:00",2005,6,21,18,0,220,2.6,0.5,85295.02,0.328084
"2005-06-21 19:00:00",2005,6,21,19,0,210,2.6,2.6,85295.02,0.328084
"2005-06-21 20:00:00",2005,6,21,20,0,220,4.1,2.6,85295.02,0.328084
"2005-06-21 21:00:00",2005,6,21,21,0,240,5.7,4.1,85295.02,0.656168
"2005-06-21 22:00:00",2005,6,21,22,0,240,6.2,5.7,85295.02,0.984252
"2005-06-21 23:00:00",2005,6,21,23,0,220,6.7,6.2,85295.02,1.312336
"2005-06-22",2005,6,22,0,0,250,7.2,6.7,85295.02,1.64042
"2005-06-22 01:00:00",2005,6,22,1,0,260,6.2,7.2,85295.02,1.64042
"2005-06-22 02:00:00",2005,6,22,2,0,260,5.1,6.2,85295.02,1.968504
"2005-06-22 03:00:00",2005,6,22,3,0,270,5.7,5.1,85295.02,1.968504
"2005-06-22 04:00:00",2005,6,22,4,0,280,5.1,5.7,85295.02,1.64042
"2005-06-22 05:00:00",2005,6,22,5,0,280,3.1,5.1,85295.02,1.312336
"2005-06-22 06:00:00",2005,6,22,6,0,310,4.1,3.1,85295.02,0.984252
"2005-06-22 07:00:00",2005,6,22,7,0,280,3.6,4.1,85295.02,1.312336
"2005-06-22 08:00:00",2005,6,22,8,0,280,3.1,3.6,85295.02,0.656168
"2005-06-22 09:00:00",2005,6,22,9,0,300,4.65538389390579,3.1,85295.02,0.656687858269267
"2005-06-22 10:00:00",2005,6,22,10,0,310,4.1,4.65538389390579,85295.02,0.656168
"2005-06-22 11:00:00",2005,6,22,11,0,310,3.1,4.1,85295.02,0.328084
"2005-06-22 12:00:00",2005,6,22,12,0,320,4.1,3.1,85295.02,0.328084
"2005-06-22 13:00:00",2005,6,22,13,0,300,2.6,4.1,85295.02,0.328084
"2005-06-22 14:00:00",2005,6,22,14,0,170,3.23412594302924,2.6,85295.02,0.325171386973523
"2005-06-22 15:00:00",2005,6,22,15,0,40,2.6,3.23412594302924,85295.02,0.328084
"2005-06-22 16:00:00",2005,6,22,16,0,50,7.2,2.6,85295.02,0.656168
"2005-06-22 17:00:00",2005,6,22,17,0,50,4.1,7.2,85295.02,1.312336
"2005-06-22 18:00:00",2005,6,22,18,0,90,2.1,4.1,85295.02,0.656168
"2005-06-22 19:00:00",2005,6,22,19,0,110,2.1,2.1,85295.02,0.328084
"2005-06-22 20:00:00",2005,6,22,20,0,150,4.1,2.1,85295.02,0.328084
"2005-06-22 21:00:00",2005,6,22,21,0,0,0.25,4.1,85295.02,0.328084
"2005-06-22 22:00:00",2005,6,22,22,0,180,1.5,0.25,85295.02,0.328084
"2005-06-22 23:00:00",2005,6,22,23,0,220,3.1,1.5,85295.02,0.328084
"2005-06-23",2005,6,23,0,0,260,3.1,3.1,85295.02,0.328084
"2005-06-23 01:00:00",2005,6,23,1,0,290,2.1,3.1,85295.02,0.328084
"2005-06-23 02:00:00",2005,6,23,2,0,310,2.1,2.1,85295.02,0.328084
"2005-06-23 03:00:00",2005,6,23,3,0,320,2.6,2.1,85295.02,0.656168
"2005-06-23 04:00:00",2005,6,23,4,0,20,2.6,2.6,85295.02,0.656168
"2005-06-23 05:00:00",2005,6,23,5,0,40,4.1,2.6,85295.02,0.656168
"2005-06-23 06:00:00",2005,6,23,6,0,20,7.2,4.1,85295.02,0.656168
"2005-06-23 07:00:00",2005,6,23,7,0,30,6.2,7.2,85295.02,0.984252
"2005-06-23 08:00:00",2005,6,23,8,0,360,5.1,6.2,85295.02,0.656168
"2005-06-23 09:00:00",2005,6,23,9,0,20,5.1,5.1,85295.02,0.984252
"2005-06-23 10:00:00",2005,6,23,10,0,30,4.1,5.1,85295.02,0.984252
"2005-06-23 11:00:00",2005,6,23,11,0,20,6.7,4.1,85295.02,0.984252
"2005-06-23 12:00:00",2005,6,23,12,0,40,4.6,6.7,85295.02,0.656168
"2005-06-23 13:00:00",2005,6,23,13,0,100,4.1,4.6,85295.02,0.656168
"2005-06-23 14:00:00",2005,6,23,14,0,120,0.5,4.1,85295.02,0.656168
"2005-06-23 15:00:00",2005,6,23,15,0,170,1,0.5,85295.02,0.328084
"2005-06-23 16:00:00",2005,6,23,16,0,240,3.1,1,85295.02,0.328084
"2005-06-23 17:00:00",2005,6,23,17,0,230,3.6,3.1,85295.02,0.328084
"2005-06-23 18:00:00",2005,6,23,18,0,220,4.6,3.6,85295.02,0.656168
"2005-06-23 19:00:00",2005,6,23,19,0,220,2.6,4.6,85295.02,0.328084
"2005-06-23 20:00:00",2005,6,23,20,0,220,3.1,2.6,85295.02,0.328084
"2005-06-23 21:00:00",2005,6,23,21,0,210,3.6,3.1,85295.02,0.328084
"2005-06-23 22:00:00",2005,6,23,22,0,210,5.1,3.6,85295.02,0.656168
"2005-06-23 23:00:00",2005,6,23,23,0,230,4.6,5.1,85295.02,0.984252
"2005-06-24",2005,6,24,0,0,210,5.1,4.6,85295.02,0.984252
"2005-06-24 01:00:00",2005,6,24,1,0,220,6.7,5.1,85295.02,1.312336
"2005-06-24 02:00:00",2005,6,24,2,0,250,3.6,6.7,85295.02,1.64042
"2005-06-24 03:00:00",2005,6,24,3,0,240,3.1,3.6,85295.02,1.312336
"2005-06-24 04:00:00",2005,6,24,4,0,240,2.6,3.1,85295.02,0.984252
"2005-06-24 05:00:00",2005,6,24,5,0,250,4.1,2.6,85295.02,0.984252
"2005-06-24 06:00:00",2005,6,24,6,0,240,2.1,4.1,85295.02,0.656168
"2005-06-24 07:00:00",2005,6,24,7,0,240,4.6,2.1,85295.02,0.656168
"2005-06-24 08:00:00",2005,6,24,8,0,260,4.6,4.6,85295.02,0.656168
"2005-06-24 09:00:00",2005,6,24,9,0,250,4.6,4.6,85295.02,0.984252
"2005-06-24 10:00:00",2005,6,24,10,0,270,3.6,4.6,85295.02,0.984252
"2005-06-24 11:00:00",2005,6,24,11,0,260,4.1,3.6,85295.02,0.984252
"2005-06-24 12:00:00",2005,6,24,12,0,270,3.6,4.1,85295.02,0.984252
"2005-06-24 13:00:00",2005,6,24,13,0,270,4.1,3.6,85295.02,0.984252
"2005-06-24 14:00:00",2005,6,24,14,0,310,3.6,4.1,85295.02,0.656168
"2005-06-24 15:00:00",2005,6,24,15,0,300,3.1,3.6,85295.02,0.656168
"2005-06-24 16:00:00",2005,6,24,16,0,250,1,3.1,85295.02,0.656168
"2005-06-24 17:00:00",2005,6,24,17,0,200,2.6,1,85295.02,0.656168
"2005-06-24 18:00:00",2005,6,24,18,0,230,1,2.6,85295.02,0.656168
"2005-06-24 19:00:00",2005,6,24,19,0,240,5.1,1,85295.02,0.984252
"2005-06-24 20:00:00",2005,6,24,20,0,230,4.1,5.1,85295.02,1.64042
"2005-06-24 21:00:00",2005,6,24,21,0,250,7.2,4.1,85295.02,1.64042
"2005-06-24 22:00:00",2005,6,24,22,0,230,5.7,7.2,85295.02,1.64042
"2005-06-24 23:00:00",2005,6,24,23,0,250,4.6,5.7,85295.02,1.968504
"2005-06-25",2005,6,25,0,0,240,7.7,4.6,85295.02,1.64042
"2005-06-25 01:00:00",2005,6,25,1,0,230,7.2,7.7,85295.02,1.968504
"2005-06-25 02:00:00",2005,6,25,2,0,230,8.2,7.2,85295.02,2.296588
"2005-06-25 03:00:00",2005,6,25,3,0,210,8.2,8.2,85295.02,2.296588
"2005-06-25 04:00:00",2005,6,25,4,0,240,8.8,8.2,85295.02,2.296588
"2005-06-25 05:00:00",2005,6,25,5,0,260,5.1,8.8,85295.02,2.624672
"2005-06-25 06:00:00",2005,6,25,6,0,270,5.1,5.1,85295.02,1.968504
"2005-06-25 07:00:00",2005,6,25,7,0,260,5.1,5.1,85295.02,1.64042
"2005-06-25 08:00:00",2005,6,25,8,0,270,5.7,5.1,85295.02,1.312336
"2005-06-25 09:00:00",2005,6,25,9,0,260,6.7,5.7,85295.02,1.312336
"2005-06-25 10:00:00",2005,6,25,10,0,240,6.7,6.7,85295.02,1.64042
"2005-06-25 11:00:00",2005,6,25,11,0,250,5.1,6.7,85295.02,1.312336
"2005-06-25 12:00:00",2005,6,25,12,0,260,4.1,5.1,85295.02,1.312336
"2005-06-25 13:00:00",2005,6,25,13,0,270,4.1,4.1,85295.02,0.984252
"2005-06-25 14:00:00",2005,6,25,14,0,270,4.1,4.1,85295.02,0.984252
"2005-06-25 15:00:00",2005,6,25,15,0,300,3.1,4.1,85295.02,0.656168
"2005-06-25 16:00:00",2005,6,25,16,0,290,2.6,3.1,85295.02,0.656168
"2005-06-25 17:00:00",2005,6,25,17,0,250,1,2.6,85295.02,0.656168
"2005-06-25 18:00:00",2005,6,25,18,0,210,2.6,1,85295.02,0.984252
"2005-06-25 19:00:00",2005,6,25,19,0,210,2.6,2.6,85295.02,0.984252
"2005-06-25 20:00:00",2005,6,25,20,0,230,4.1,2.6,85295.02,0.656168
"2005-06-25 21:00:00",2005,6,25,21,0,220,6.7,4.1,85295.02,0.984252
"2005-06-25 22:00:00",2005,6,25,22,0,260,7.2,6.7,85295.02,1.64042
"2005-06-25 23:00:00",2005,6,25,23,0,220,7.7,7.2,85295.02,1.64042
"2005-06-26",2005,6,26,0,0,240,7.2,7.7,85295.02,1.64042
"2005-06-26 01:00:00",2005,6,26,1,0,270,2.6,7.2,85295.02,1.64042
"2005-06-26 02:00:00",2005,6,26,2,0,320,4.1,2.6,85295.02,1.64042
"2005-06-26 03:00:00",2005,6,26,3,0,290,3.1,4.1,85295.02,1.64042
"2005-06-26 04:00:00",2005,6,26,4,0,280,3.1,3.1,85295.02,1.312336
"2005-06-26 05:00:00",2005,6,26,5,0,250,2.6,3.1,85295.02,0.984252
"2005-06-26 06:00:00",2005,6,26,6,0,270,3.1,2.6,85295.02,0.984252
"2005-06-26 07:00:00",2005,6,26,7,0,260,1.69591399531588,3.1,85295.02,0.661460341890099
"2005-06-26 08:00:00",2005,6,26,8,0,260,2.6,1.69591399531588,85295.02,1.312336
"2005-06-26 09:00:00",2005,6,26,9,0,250,4.1,2.6,85295.02,0.984252
"2005-06-26 10:00:00",2005,6,26,10,0,230,4.1,4.1,85295.02,0.984252
"2005-06-26 11:00:00",2005,6,26,11,0,220,3.6,4.1,85295.02,0.656168
"2005-06-26 12:00:00",2005,6,26,12,0,220,3.6,3.6,85295.02,0.656168
"2005-06-26 13:00:00",2005,6,26,13,0,240,3.1,3.6,85295.02,0.656168
"2005-06-26 14:00:00",2005,6,26,14,0,250,3.1,3.1,85295.02,0.328084
"2005-06-26 15:00:00",2005,6,26,15,0,260,2.1,3.1,85295.02,0.656168
"2005-06-26 16:00:00",2005,6,26,16,0,290,1,2.1,85295.02,0.656168
"2005-06-26 17:00:00",2005,6,26,17,0,0,0.25,1,85295.02,0.656168
"2005-06-26 18:00:00",2005,6,26,18,0,190,1,0.25,85295.02,0.656168
"2005-06-26 19:00:00",2005,6,26,19,0,240,4.1,1,85295.02,0.656168
"2005-06-26 20:00:00",2005,6,26,20,0,230,4.1,4.1,85295.02,0.656168
"2005-06-26 21:00:00",2005,6,26,21,0,230,4.6,4.1,85295.02,0.656168
"2005-06-26 22:00:00",2005,6,26,22,0,200,7.7,4.6,85295.02,1.312336
"2005-06-26 23:00:00",2005,6,26,23,0,220,6.2,7.7,85295.02,1.312336
"2005-06-27",2005,6,27,0,0,250,4.1,6.2,85295.02,0.984252
"2005-06-27 01:00:00",2005,6,27,1,0,240,1.5,4.1,85295.02,0.656168
"2005-06-27 02:00:00",2005,6,27,2,0,230,2.1,1.5,85295.02,0.656168
"2005-06-27 03:00:00",2005,6,27,3,0,290,1.5,2.1,85295.02,0.656168
"2005-06-27 04:00:00",2005,6,27,4,0,240,2.1,1.5,85295.02,0.656168
"2005-06-27 05:00:00",2005,6,27,5,0,260,1.5,2.1,85295.02,0.656168
"2005-06-27 06:00:00",2005,6,27,6,0,240,3.6,1.5,85295.02,0.328084
"2005-06-27 07:00:00",2005,6,27,7,0,250,1.5,3.6,85295.02,0.656168
"2005-06-27 08:00:00",2005,6,27,8,0,250,0.5,1.5,85295.02,0.328084
"2005-06-27 09:00:00",2005,6,27,9,0,240,1.5,0.5,85295.02,0.328084
"2005-06-27 10:00:00",2005,6,27,10,0,230,1.5,1.5,85295.02,0.328084
"2005-06-27 11:00:00",2005,6,27,11,0,0,0.25,1.5,85295.02,0.328084
"2005-06-27 12:00:00",2005,6,27,12,0,120,1,0.25,85295.02,0.328084
"2005-06-27 13:00:00",2005,6,27,13,0,170,2.1,1,85295.02,0
"2005-06-27 14:00:00",2005,6,27,14,0,160,2.1,2.1,85295.02,0.328084
"2005-06-27 15:00:00",2005,6,27,15,0,80,0.5,2.1,85295.02,0.328084
"2005-06-27 16:00:00",2005,6,27,16,0,110,2.1,0.5,85295.02,0.328084
"2005-06-27 17:00:00",2005,6,27,17,0,110,2.1,2.1,85295.02,0.328084
"2005-06-27 18:00:00",2005,6,27,18,0,110,3.6,2.1,85295.02,0.328084
"2005-06-27 19:00:00",2005,6,27,19,0,120,5.1,3.6,85295.02,0.328084
"2005-06-27 20:00:00",2005,6,27,20,0,120,3.6,5.1,85295.02,0.328084
"2005-06-27 21:00:00",2005,6,27,21,0,120,2.6,3.6,85295.02,0.328084
"2005-06-27 22:00:00",2005,6,27,22,0,220,3.6,2.6,85295.02,0.330352538948247
"2005-06-27 23:00:00",2005,6,27,23,0,280,2.6,3.6,85295.02,0.656091228001933
"2005-06-28",2005,6,28,0,0,270,5.7,2.6,85295.02,0.343231140630239
"2005-06-28 01:00:00",2005,6,28,1,0,110,4.1,5.7,85295.02,0.991936772148749
"2005-06-28 02:00:00",2005,6,28,2,0,70,9.8,4.1,85295.02,0.666134917154729
"2005-06-28 03:00:00",2005,6,28,3,0,280,4.6,9.8,85295.02,1.97060108707027
"2005-06-28 04:00:00",2005,6,28,4,0,250,2.6,4.6,85295.02,0.988165848280885
"2005-06-28 05:00:00",2005,6,28,5,0,280,5.7,2.6,85295.02,0.346455158899616
"2005-06-28 06:00:00",2005,6,28,6,0,80,3.6,5.7,85295.02,0.995244952756314
"2005-06-28 07:00:00",2005,6,28,7,0,110,5.1,3.6,85295.02,0.653988956570843
"2005-06-28 08:00:00",2005,6,28,8,0,150,2.6,5.1,85295.02,0.987317571548373
"2005-06-28 09:00:00",2005,6,28,9,0,310,3.1,2.6,85295.02,0.333587420554012
"2005-06-28 10:00:00",2005,6,28,10,0,230,0.5,3.1,85295.02,0.681935468617335
"2005-06-28 11:00:00",2005,6,28,11,0,210,6.7,0.5,85295.02,0.310762038623007
